title,link,author,author_link,date
NLP And IR Applications For Financial Reporting And Non-Financial Disclosure. Framework Implementation And Roadmap For Feasible Integration With The Accounting Process,https://pureportal.coventry.ac.uk/en/publications/nlp-and-ir-applications-for-financial-reporting-and-non-financial,"Faccia, A. &Petratos, P.,",https://pureportal.coventry.ac.uk/en/persons/pythagoras-petratos,16 Dec 2022
Non‑executive employee ownership and financial reporting quality: evidence from Europe,https://pureportal.coventry.ac.uk/en/publications/nonexecutive-employee-ownership-and-financial-reporting-quality-e,"Adwan, S.,Alhaj Ismail, A.&  Jelic, R.,",https://pureportal.coventry.ac.uk/en/persons/alaa-alhaj-ismail,22 Apr 2022
"Oil Boom, Manufacturing Sub-Sectors and Dutch Disease in Selected Oil-Rich Countries",https://pureportal.coventry.ac.uk/en/publications/oil-boom-manufacturing-sub-sectors-and-dutch-disease-in-selected-,"& Benhin, J.,Alssadek, M.& Benhin, J.,",https://pureportal.coventry.ac.uk/en/persons/marwan-alssadek,5 Jul 2022
Price run-ups and insider trading laws under different regulatory environments,https://pureportal.coventry.ac.uk/en/publications/price-run-ups-and-insider-trading-laws-under-different-regulatory,",Panetsidou, S.,",https://pureportal.coventry.ac.uk/en/persons/styliani-elina-panetsidou,Aug 2022
Securing Energy Networks: Blockchain and Accounting Systems,https://pureportal.coventry.ac.uk/en/publications/securing-energy-networks-blockchain-and-accounting-systems,"& Faccia, A.,Petratos, P.& Faccia, A.,",https://pureportal.coventry.ac.uk/en/persons/pythagoras-petratos,11 Feb 2022
Shari'ah compliance and environmental performance - Evidence from the USA,https://pureportal.coventry.ac.uk/en/publications/shariah-compliance-and-environmental-performance-evidence-from-th,",Hasan, R.,",https://pureportal.coventry.ac.uk/en/persons/rashedul-hasan,Dec 2022
Smart city dynamics and multi-level management accounting: unfolding a case of sustainable enterprise resource planning,https://pureportal.coventry.ac.uk/en/publications/smart-city-dynamics-and-multi-level-management-accounting-unfoldi,",Alsaid, L.,",https://pureportal.coventry.ac.uk/en/persons/loai-alsaid,3 Jan 2022
Socially responsible investment (SRI) Sukuk as a financing alternative for post COVID-19 development project,https://pureportal.coventry.ac.uk/en/publications/socially-responsible-investment-sri-sukuk-as-a-financing-alternat,", Velayutham, S. & Khan, A. F.,Hasan, R., Velayutham, S. & Khan, A. F.,",https://pureportal.coventry.ac.uk/en/persons/rashedul-hasan,19 Apr 2022
Special Issue-Sustainable Accounting Reporting: Proposal,https://pureportal.coventry.ac.uk/en/publications/special-issue-sustainable-accounting-reporting-proposal,",Huston, S.,",https://pureportal.coventry.ac.uk/en/persons/simon-huston,4 Aug 2022
Strategic Trading and Ricardian Comparative Advantage,https://pureportal.coventry.ac.uk/en/publications/strategic-trading-and-ricardian-comparative-advantage,"Toraubally, W.,",,Mar 2022
Students' feedback experiences and expectations pre- and post-university entry,https://pureportal.coventry.ac.uk/en/publications/students-feedback-experiences-and-expectations-pre-and-post-unive,"Gray, K., Riegler, R. & Walsh, M.,",,29 Jan 2022
Sustainability accounting and reporting: Technical summary,https://pureportal.coventry.ac.uk/en/publications/sustainability-accounting-and-reporting-technical-summary,",Huston, S.,",https://pureportal.coventry.ac.uk/en/persons/simon-huston,30 May 2022
"Sustainability accounting and reporting: an ablative reflexive thematic analysis of climate crisis, conservative or radical reform paradigms",https://pureportal.coventry.ac.uk/en/publications/sustainability-accounting-and-reporting-an-ablative-reflexive-the,",Huston, S.,",https://pureportal.coventry.ac.uk/en/persons/simon-huston,2 Jan 2022
The diffusion of innovation theory and the effects of IFRS adoption by multinational corporations on capital market performance: a cross-country analysis,https://pureportal.coventry.ac.uk/en/publications/the-diffusion-of-innovation-theory-and-the-effects-of-ifrs-adopti,", Attah-boakye, R., Adams, K. & Agyemang, J.,Elmghaamez, I., Attah-boakye, R., Adams, K. & Agyemang, J.,",https://pureportal.coventry.ac.uk/en/persons/ibrahim-elmghaamez,1 Jan 2022
The Impact of Entrepreneurial Orientation on Debt Financing of Family Businesses: Evidence from Nigeria.,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-entrepreneurial-orientation-on-debt-financing-of-fa,", Wang, Y. & Mahmood, S.,Jaiyeola, A., Wang, Y. & Mahmood, S.,",https://pureportal.coventry.ac.uk/en/persons/afusat-jaiyeola,28 Nov 2022
The Impact of Political Connections on Firm Performance: Evidence from Upstream Oil and Gas Companies,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-political-connections-on-firm-performance-evidence-,"Ahmad Tarmizi, N. F. &Brahmana, R. K.,",https://pureportal.coventry.ac.uk/en/persons/rayenda-khresna-brahmana,3 Nov 2022
The nexus between environmental and financial performance: Evidence from gulf cooperative council banks,https://pureportal.coventry.ac.uk/en/publications/the-nexus-between-environmental-and-financial-performance-evidenc,", Miah, M. D. & Hassan, M. K.,Hasan, R., Miah, M. D. & Hassan, M. K.,",https://pureportal.coventry.ac.uk/en/persons/rashedul-hasan,7 Nov 2022
The relative effectiveness of R&D tax credits and R&D subsidies: A comparative Meta-Regression Analysis,https://pureportal.coventry.ac.uk/en/publications/the-relative-effectiveness-of-rampd-tax-credits-and-rampd-subsidi,"Dimos, C., Pugh, G.,Hisarciklilar, M., Talam, E. & Jackson, I.,",https://pureportal.coventry.ac.uk/en/persons/mehtap-hisarciklilar,Jul 2022
Tourism And Exports: The Case of Singapore,https://pureportal.coventry.ac.uk/en/publications/tourism-and-exports-the-case-of-singapore,"Tsounis, N., Agiomirgianakis, G.,Serenis, D.& Adamopoulos, A.,",https://pureportal.coventry.ac.uk/en/persons/dimitris-serenis,18 May 2022
"Unstructured Over Structured, Big Data Analytics and Applications In Accounting and Management",https://pureportal.coventry.ac.uk/en/publications/unstructured-over-structured-big-data-analytics-and-applications-,"Faccia, A., Cavaliere, L. P. L.,Petratos, P.& Mosteanu, N. R.,",https://pureportal.coventry.ac.uk/en/persons/pythagoras-petratos,18 Oct 2022
Why do Sukuks (Islamic Bonds) need a different pricing model?,https://pureportal.coventry.ac.uk/en/publications/why-do-sukuks-islamic-bonds-need-a-different-pricing-model,"Uddin, M. H.,Kabir, S., Hassan, M. K., Hossain, M. S. & Liu, J.,",https://pureportal.coventry.ac.uk/en/persons/sarkar-kabir,6 Apr 2022
A global analysis of Private Investments in Public Equity,https://pureportal.coventry.ac.uk/en/publications/a-global-analysis-of-private-investments-in-public-equity-2,"Andriosopoulos, D. &Panetsidou, S.,",https://pureportal.coventry.ac.uk/en/persons/styliani-elina-panetsidou,Aug 2021
A Historical Institutionalist Perspective on the Persistence of State Controls during Financial Sector Reforms: The Insightful Case of Myanmar,https://pureportal.coventry.ac.uk/en/publications/a-historical-institutionalist-perspective-on-the-persistence-of-s,"Win, S. & Kofinas, A.,",,26 Jan 2021
An appraisal of Turkey's voluntary individual pension system from a perspective of pension equality,https://pureportal.coventry.ac.uk/en/publications/an-appraisal-of-turkeys-voluntary-individual-pension-system-from-,"Babat, S., Gultekin Karakas, D. &Hisarciklilar, M.,",https://pureportal.coventry.ac.uk/en/persons/mehtap-hisarciklilar,12 Aug 2021
A Novel Method for Measuring the Timing Website Reconstructions,https://pureportal.coventry.ac.uk/en/publications/a-novel-method-for-measuring-the-timing-website-reconstructions,"Al Montaser, T.,",,2021
Are bank risk disclosures informative? Evidence from debt markets,https://pureportal.coventry.ac.uk/en/publications/are-bank-risk-disclosures-informative-evidence-from-debt-markets,"Elamer , A., Ntim, C., Abdou, H., Owusu, A., Elmagrhi, M. & Ibrahim, A.,",,Jan 2021
"Audit Committee and Audit Quality: An Empirical Analysis Considering Industry Expertise, Legal Expertise and Gender Diversity",https://pureportal.coventry.ac.uk/en/publications/audit-committee-and-audit-quality-an-empirical-analysis-consideri,"Alhababsah, S. & Yekini, S.,",,Mar 2021
"Bank solvency: The role of credit and liquidity risks, regulatory capital and economic stability",https://pureportal.coventry.ac.uk/en/publications/bank-solvency-the-role-of-credit-and-liquidity-risks-regulatory-c,"Oino, I.,",,22 Nov 2021
Behind the Masquerade of Contradiction: Revisiting GHG Performance and Disclosure-New Evidence,https://pureportal.coventry.ac.uk/en/publications/behind-the-masquerade-of-contradiction-revisiting-ghg-performance,",Li, M.,",https://pureportal.coventry.ac.uk/en/persons/mingchen-li,26 May 2021
Can Citizen Science Increase Trust in Research ? A Case Study of Delineating Polish Metropolitan Areas,https://pureportal.coventry.ac.uk/en/publications/can-citizen-science-increase-trust-in-research-a-case-study-of-de,"Bedessem, B., Gawronska-Nowak, B. &Lis, P.,",https://pureportal.coventry.ac.uk/en/persons/piotr-lis,17 May 2021
Can Databases Facilitate Accountability? The Case of Australian Mercury Accounting via the National Pollutant Inventory,https://pureportal.coventry.ac.uk/en/publications/can-databases-facilitate-accountability-the-case-of-australian-me,"Ullah, H., Hazelton, J. & Nelson, P.,",,8 Jan 2021
Carbon emissions and firm performance: evidence from financial and non-financial firms from selected emerging economies,https://pureportal.coventry.ac.uk/en/publications/carbon-emissions-and-firm-performance-evidence-from-financial-and,"Miah, M. D.,Hasan, R.& Usman, M.,",https://pureportal.coventry.ac.uk/en/persons/rashedul-hasan,30 Nov 2021
Corporate adoption of SDG reporting in a non-enabling institutional environment: Insights from Libyan oil industries,https://pureportal.coventry.ac.uk/en/publications/corporate-adoption-of-sdg-reporting-in-a-non-enabling-institution,"Gerged, A. & Al Montaser, T.,",,Dec 2021
Corporate board for innovative managerial control: implications of corporate governance deviance perspective,https://pureportal.coventry.ac.uk/en/publications/corporate-board-for-innovative-managerial-control-implications-of,"Saleem, I., Khan, M. N. A.,Hasan, R.& Ashfaq, M.,",https://pureportal.coventry.ac.uk/en/persons/rashedul-hasan,8 Jun 2021
Corporate environmental accountability in Nigeria: An example of regulatory failure and regulatory capture,https://pureportal.coventry.ac.uk/en/publications/corporate-environmental-accountability-practices-in-nigeria-an-ex,", Adhikari, P., Ogundele, B. & Yazdifar, H.,Noah, A., Adhikari, P., Ogundele, B. & Yazdifar, H.,",https://pureportal.coventry.ac.uk/en/persons/abdurafiu-noah,26 Jan 2021
Corporate Fraud Risk Management: Fraud Risk Management and Modelling,https://pureportal.coventry.ac.uk/en/publications/corporate-fraud-risk-management-fraud-risk-management-and-modelli,"Kassem, R.,",,Nov 2021
Corporate Social Responsibility: How much is enough? A Higher Dimension Perspective of the Relationship between Financial and Social Performance,https://pureportal.coventry.ac.uk/en/publications/corporate-social-responsibility-how-much-is-enough-a-higher-dimen,"Kalaitzoglou, I., Pan, H. & Niklewski, J.,",,Nov 2021
Corruption and its diverse effect on credit risk: global evidence,https://pureportal.coventry.ac.uk/en/publications/corruption-and-its-diverse-effect-on-credit-risk-global-evidence,"& Ashfaq, M.,Hasan, R.& Ashfaq, M.,",https://pureportal.coventry.ac.uk/en/persons/rashedul-hasan,21 Apr 2021
CSR Implication and Disclosure in Higher Education: Uncovered Points. Results from a Systematic Literature Review and Agenda for Future Research,https://pureportal.coventry.ac.uk/en/publications/csr-implication-and-disclosure-in-higher-education-uncovered-poin,"Adhikari Parajuli, M., Hassan, A. & Siboni, B.,",,7 Jan 2021
Do Islamic Stock Indices Perform Better Than Their Conventional Counterparts?,https://pureportal.coventry.ac.uk/en/publications/do-islamic-stock-indices-perform-better-than-their-conventional-c,"Khamlichi , A., Yildiz, S. B.,Kabir, S.& Hoque, H.,",https://pureportal.coventry.ac.uk/en/persons/sarkar-kabir,2021
Drifts in Governance: Evidence from the management of COVID-19 in China,https://pureportal.coventry.ac.uk/en/publications/drifts-in-governance-evidence-from-the-management-of-covid-19-in-,"Chen, J., Wang, Y. & Wickramasinghe, D.,",,2021
"Equity return predictability, its determinants, and profitable trading strategies",https://pureportal.coventry.ac.uk/en/publications/equity-return-predictability-its-determinants-and-profitable-trad,"Rahman, M. L.,Khan, M., Vigne, S. A. & Uddin, G. S.,",https://pureportal.coventry.ac.uk/en/persons/mahbub-khan,Jan 2021
ESG practices and the cost of debt: Evidence from EU countries,https://pureportal.coventry.ac.uk/en/publications/esg-practices-and-the-cost-of-debt-evidence-from-eu-countries,"Eliwa, Y., Aboud, A. & Saleh, A.,",,Sept 2021
Financial decisions and market performance in Chinese mergers and acquisitions,https://pureportal.coventry.ac.uk/en/publications/financial-decisions-and-market-performance-in-chinese-mergers-and,"Muganhu, C.,",,25 Aug 2021
Financial Inclusion,https://pureportal.coventry.ac.uk/en/publications/financial-inclusion,"Sapre, N.,",,2021
Finding our place in the world with the Sustainable Development Goals,https://pureportal.coventry.ac.uk/en/publications/finding-our-place-in-the-world-with-the-sustainable-development-g,"Wilson, C.,Bello, J.& Ruddock, L.,",https://pureportal.coventry.ac.uk/en/persons/jaliyyah-bello,18 Feb 2021
"Fintech frontiers in quantum computing, fractals, and blockchain distributed ledger: Paradigm shifts and open innovation",https://pureportal.coventry.ac.uk/en/publications/fintech-frontiers-in-quantum-computing-fractals-and-blockchain-di,"Moşteanu, N. R. & Faccia, A.,",,7 Jan 2021
"Firms cash management, adjustment cost and its impact on firms’ speed of adjustment-A cross country analysis",https://pureportal.coventry.ac.uk/en/publications/firms-cash-management-adjustment-cost-and-its-impact-on-firms-spe,"Amin, Q. A. & Williamson, T.,",,Jan 2021
French Indochina War: Reflections for strategic resilience,https://pureportal.coventry.ac.uk/en/publications/french-indochina-war-reflections-for-strategic-resilience,",Huston, S.,",https://pureportal.coventry.ac.uk/en/persons/simon-huston,7 Aug 2021
Government accounting reforms in Sub-Saharan African countries and the selective ignorance of the epistemic community: A competing logics perspective,https://pureportal.coventry.ac.uk/en/publications/government-accounting-reforms-in-sub-saharan-african-countries-an-2,"Jayasinghe, K. N. J., Wynne, A., Adhikari, P., Soobaroyen, T., Malagila, J. &Noah, A.,",https://pureportal.coventry.ac.uk/en/persons/abdurafiu-noah,Jul 2021
Growth Effects of Remittance: A Case of Turkey Diaspora,https://pureportal.coventry.ac.uk/en/publications/growth-effects-of-remittance-a-case-of-turkey-diaspora,"De Lucia, C., Cavaliere, L. P. L., Salvato, E. & Faccia, A.,",,12 Feb 2021
Impact of Maoism on the urban form and structure of cities in mainland China,https://pureportal.coventry.ac.uk/en/publications/impact-of-maoism-on-the-urban-form-and-structure-of-cities-in-mai,"Kozlowski, M. &Huston, S.,",https://pureportal.coventry.ac.uk/en/persons/simon-huston,7 May 2021
Internal corporate governance mechanisms and financial performance: evidence from the UKs top FTSE 100 listed companies,https://pureportal.coventry.ac.uk/en/publications/internal-corporate-governance-mechanisms-and-financial-performanc,"& Akintoye, E.,Elmghaamez, I.& Akintoye, E.,",https://pureportal.coventry.ac.uk/en/persons/ibrahim-elmghaamez,2 Apr 2021
Interpretation of financial statements,https://pureportal.coventry.ac.uk/en/publications/interpretation-of-financial-statements,",McCosker, P.,",https://pureportal.coventry.ac.uk/en/persons/philip-mccosker,13 Jan 2021
Islamic microfinance: A bibliometric review,https://pureportal.coventry.ac.uk/en/publications/islamic-microfinance-a-bibliometric-review,"Hassan, M. K., Alshater, M. M.,Hasan, R.&  Bhuiyan, A. B.,",https://pureportal.coventry.ac.uk/en/persons/rashedul-hasan,Aug 2021
Liquidity and Short-Run Predictability: Evidence from International Stock Markets,https://pureportal.coventry.ac.uk/en/publications/liquidity-and-short-run-predictability-evidence-from-internationa,"&Park, J. S.&",https://pureportal.coventry.ac.uk/en/persons/jin-suk-park,Nov 2021
"Mandatory ESG Reporting and XBRL Taxonomies Combination: ESG Ratings and Income Statement, a Sustainable Value-Added Disclosure",https://pureportal.coventry.ac.uk/en/publications/mandatory-esg-reporting-and-xbrl-taxonomies-combination-esg-ratin,"Faccia, A., Manni, F. & Capitanio, F.,",,9 Aug 2021
Military Expenditure Economic Growth Nexus in Jordan: An Application of ARDL Bound Test Analysis in the Presence of Breaks,https://pureportal.coventry.ac.uk/en/publications/military-expenditure-economic-growth-nexus-in-jordan-an-applicati,"Dimitraki, O. & Win, S.,",,3 Oct 2021
"Misinformation, disinformation, and fake news: Cyber risks to business",https://pureportal.coventry.ac.uk/en/publications/misinformation-disinformation-and-fake-news-cyber-risks-to-busine,",Petratos, P.,",https://pureportal.coventry.ac.uk/en/persons/pythagoras-petratos,1 Nov 2021
Modelling asymmetric price responses of industrial energy demand with a dynamic hierarchical model,https://pureportal.coventry.ac.uk/en/publications/modelling-asymmetric-price-responses-of-industrial-energy-demand-,"Sharimakin, A.,",,Jun 2021
Monitoring exchange rate instability in 12 selected Islamic economies,https://pureportal.coventry.ac.uk/en/publications/monitoring-exchange-rate-instability-in-12-selected-islamic-econo,"Ariff, M., Zarei, A. & Bhatti, M. I.,",,Sept 2021
"Online Banking in Italy. “Widiba Bank” Case Study, PESTLE and DEA Analysis",https://pureportal.coventry.ac.uk/en/publications/online-banking-in-italy-widiba-bank-case-study-pestle-and-dea-ana,"Faccia, A. & Cavaliere, L. P. L.,",,30 Mar 2021
Performance measurement in smart city governance: A case study of an Egyptian city council,https://pureportal.coventry.ac.uk/en/publications/performance-measurement-in-smart-city-governance-a-case-study-of-,",Alsaid, L.,",https://pureportal.coventry.ac.uk/en/persons/loai-alsaid,31 May 2021
Probability of Mergers and Acquisitions Deal Failure,https://pureportal.coventry.ac.uk/en/publications/probability-of-mergers-and-acquisitions-deal-failure,", Yousef, I. & Nnadi, M.,Tanna, S., Yousef, I. & Nnadi, M.,",https://pureportal.coventry.ac.uk/en/persons/sailesh-tanna,21 Jan 2021
Reasons behind the worldwide diversity in identity and issuance of good governance codes,https://pureportal.coventry.ac.uk/en/publications/reasons-behind-the-worldwide-diversity-in-identity-and-issuance-o,",Elmghaamez, I.,",https://pureportal.coventry.ac.uk/en/persons/ibrahim-elmghaamez,Jun 2021
Regulatory capital: Implications on credit creation and profitability,https://pureportal.coventry.ac.uk/en/publications/regulatory-capital-implications-on-credit-creation-and-profitabil,"Oino, I.,",,2021
Revisiting the Expected Utility Theory and the Consumption CAPM,https://pureportal.coventry.ac.uk/en/publications/revisiting-the-expected-utility-theory-and-the-consumption-capm,"Sapre, N.,",,2021
Role of Public Auditors in Fraud Detection: A Critical Review,https://pureportal.coventry.ac.uk/en/publications/role-of-public-auditors-in-fraud-detection-a-critical-review,"Kassem, R. &Turksen, U.,",https://pureportal.coventry.ac.uk/en/persons/umut-turksen,18 Jan 2021
Sovereign wealth funds and corporate social responsibility: a comparison of Norway’s Government Pension Fund Global and Abu Dhabi Fund for Development,https://pureportal.coventry.ac.uk/en/publications/sovereign-wealth-funds-and-corporate-social-responsibility-a-comp,"Velayutham, S. &Hasan, R.,",https://pureportal.coventry.ac.uk/en/persons/rashedul-hasan,28 Jul 2021
Stakeholder power and organisational trust repair: The case of the BBC,https://pureportal.coventry.ac.uk/en/publications/stakeholder-power-and-organisational-trust-repair-the-case-of-the,", Ambilichu, C. & Kazmouz, B.,Noah, A., Ambilichu, C. & Kazmouz, B.,",https://pureportal.coventry.ac.uk/en/persons/abdurafiu-noah,27 May 2021
Statystyczna analiza skutków sub- i dezurbanizacji w Polsce – „efekt przynależności”,https://pureportal.coventry.ac.uk/en/publications/statystyczna-analiza-skutk%C3%B3w-sub-i-dezurbanizacji-w-polsce-efekt-,"Gawronska-Nowak, B.,Lis, P.& Zadorozhna, O.,",https://pureportal.coventry.ac.uk/en/persons/piotr-lis,2021
Studium delimitacji miejskich obszarów funkcjonalnych zapomocą metod statystycznych,https://pureportal.coventry.ac.uk/en/publications/studium-delimitacji-miejskich-obszar%C3%B3w-funkcjonalnych-zapomoc%C4%85-me,"Gawronska-Nowak, B.,Lis, P.& Zadorozhna, O.,",https://pureportal.coventry.ac.uk/en/persons/piotr-lis,2021
Sukuk and Bond Puzzle: An Analysis with Characteristics Matched Portfolios,https://pureportal.coventry.ac.uk/en/publications/sukuk-and-bond-puzzle-an-analysis-with-characteristics-matched-po,"Hossain, M., Uddin, M. H. &Kabir, S.,",https://pureportal.coventry.ac.uk/en/persons/sarkar-kabir,2021
Testing Dividend Life-Cycle Theory in the Islamic and Conventional Banking Sectors of GCC Countries,https://pureportal.coventry.ac.uk/en/publications/testing-dividend-life-cycle-theory-in-the-islamic-and-conventiona,"Yousef, I.,Tanna, S.& Patra, S.,",https://pureportal.coventry.ac.uk/en/persons/sailesh-tanna,4 Mar 2021
The Impact of Entrepreneurship Framework and Behaviour on Diaspora Remittance: An African Perspective.,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-entrepreneurship-framework-and-behaviour-on-diaspor,"Salia, S., Hussain, J. G., Alhassan, Y. &Ibrahim, M.,",https://pureportal.coventry.ac.uk/en/persons/masud-ibrahim,1 Dec 2021
The Impact of Religiosity on Earnings Quality: International Evidence from the Banking Sector,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-religiosity-on-earnings-quality-international-evide,"Abdel‐Salam, O., Chantziaras, A.,Ibrahim, M.& Omoteso, K.,",https://pureportal.coventry.ac.uk/en/persons/masud-ibrahim,Nov 2021
The influence of institutional pressures on the implementation of a performance measurement system in an Egyptian social enterprise,https://pureportal.coventry.ac.uk/en/publications/the-influence-of-institutional-pressures-on-the-implementation-of,"& Ambilichu, C.,Alsaid, L.& Ambilichu, C.,",https://pureportal.coventry.ac.uk/en/persons/loai-alsaid,22 Jan 2021
The predictive strength of MBS yield spreads during asset bubbles,https://pureportal.coventry.ac.uk/en/publications/the-predictive-strength-of-mbs-yield-spreads-during-asset-bubbles,"Deku, S., Kara, A. & Semeyutin, A.,",,Jan 2021
The relationship between corporate governance and firm financial performance: An empirical investigation of an emerging market,https://pureportal.coventry.ac.uk/en/publications/the-relationship-between-corporate-governance-and-firm-financial-,"Amin, Q. A. & Farquhar, S.,",,2021
The role of culture on the adoption of International Standards on Auditing in the developing countries: An institutional perspective,https://pureportal.coventry.ac.uk/en/publications/the-role-of-culture-on-the-adoption-of-international-standards-on,"Eltweri, A., Faccia, A. & Cavaliere, L. P. L.,",,15 Jan 2021
Towards Understanding How the HR Function Relates to the Accounting Function,https://pureportal.coventry.ac.uk/en/publications/towards-understanding-how-the-hr-function-relates-to-the-accounti,",Horsman, S.,",https://pureportal.coventry.ac.uk/en/persons/simon-horsman,13 Jan 2021
Trade Wins or Trade Wars: The Perceptions and Knowledge in the Free Trade Debate,https://pureportal.coventry.ac.uk/en/publications/trade-wins-or-trade-wars-the-perceptions-and-knowledge-in-the-fre,"Gawronska-Nowak, B.,Lis, P.& Konieczna-Sałamatin, J.,",https://pureportal.coventry.ac.uk/en/persons/piotr-lis,10 Jul 2021
Türkiye İnşaat Sanayii Çalışma Standartlarının Sektörel Gelişim Üzerinden Değerlendirilmesi,https://pureportal.coventry.ac.uk/en/publications/t%C3%BCrkiye-in%C5%9Faat-sanayii-%C3%A7al%C4%B1%C5%9Fma-standartlar%C4%B1n%C4%B1n-sekt%C3%B6rel-geli%C5%9Fim-%C3%BC,"Gültekin-Karakaş, D., Yusufi, F. &Hisarciklilar, M.,",https://pureportal.coventry.ac.uk/en/persons/mehtap-hisarciklilar,14 Mar 2021
Understanding Public Sentiment in Relation to the African Continental Free Trade Agreement,https://pureportal.coventry.ac.uk/en/publications/understanding-public-sentiment-in-relation-to-the-african-contine,", Ejiogu, A. & Lawal, A.,Ajala, O., Ejiogu, A. & Lawal, A.,",https://pureportal.coventry.ac.uk/en/persons/olubunmi-ajala,1 Jul 2021
Znaczenie metod statystycznych dla potrzeb delimitacji miejskich obszarów funkcjonalnych – spojrzenie ekonomisty,https://pureportal.coventry.ac.uk/en/publications/znaczenie-metod-statystycznych-dla-potrzeb-delimitacji-miejskich-,"Gawronska-Nowak, B.,Lis, P.& Zadorozhna, O.,",https://pureportal.coventry.ac.uk/en/persons/piotr-lis,2021
Academic letter on French Indochina War: Metaphors for strategic insight,https://pureportal.coventry.ac.uk/en/publications/academic-letter-on-french-indochina-war-metaphors-for-strategic-i,",Huston, S.,",https://pureportal.coventry.ac.uk/en/persons/simon-huston,28 Dec 2020
Accounting and smart cities: New evidence for governmentality and politics,https://pureportal.coventry.ac.uk/en/publications/accounting-and-smart-cities-new-evidence-for-governmentality-and-,"&  Mutiganda, J. C.,Alsaid, L.&  Mutiganda, J. C.,",https://pureportal.coventry.ac.uk/en/persons/loai-alsaid,9 Apr 2020
An economic analysis of ransomware and its welfare consequences,https://pureportal.coventry.ac.uk/en/publications/an-economic-analysis-of-ransomware-and-its-welfare-consequences,"Hernandez-Castro, J., Cartwright, A. & Cartwright, E.,",,4 Mar 2020
Automatic robust estimation for exponential smoothing: Perspectives from statistics and machine learning,https://pureportal.coventry.ac.uk/en/publications/automatic-robust-estimation-for-exponential-smoothing-perspective,"Barrow, D., Kourentzes, N., Sandberg, R. & Niklewski, J.,",,1 Dec 2020
Bathing facilities and health phronesis: tackling English obesity,https://pureportal.coventry.ac.uk/en/publications/bathing-facilities-and-health-phronesis-tackling-english-obesity,",Huston, S.,",https://pureportal.coventry.ac.uk/en/persons/simon-huston,4 Jun 2020
Bathing Facilities and Health Phronesis: A Preliminary English Investigation,https://pureportal.coventry.ac.uk/en/publications/bathing-facilities-and-health-phronesis-a-preliminary-english-inv-2,",Huston, S.,",https://pureportal.coventry.ac.uk/en/persons/simon-huston,9 Jun 2020
"Big Data Analyses and New Technology Applications in Sport Management, an Overview",https://pureportal.coventry.ac.uk/en/publications/big-data-analyses-and-new-technology-applications-in-sport-manage,"Mataruna-Dos-Santos, L. J., Faccia, A., Helú, H. M. & Khan, M. S.,",,15 May 2020
Big Data-driven Budgeting and Business Planning,https://pureportal.coventry.ac.uk/en/publications/big-data-driven-budgeting-and-business-planning,"Faccia, A.,",,30 Sept 2020
Calculating the relative importance of condition attributes based on the characteristics of decision rules and attribute reducts: application to crowdfunding,https://pureportal.coventry.ac.uk/en/publications/calculating-the-relative-importance-of-condition-attributes-based,"Chakhar , S., Ishizaka, A., Thorpe, A., Cox, J.,Nguyen, T.& Ford, L.,",https://pureportal.coventry.ac.uk/en/persons/thang-nguyen,16 Oct 2020
Case Studies of Shari`ah Governance Practices in Bangladesh,https://pureportal.coventry.ac.uk/en/publications/case-studies-of-shariah-governance-practices-in-bangladesh,"Hassan, M. K., Ullah, H. & Khanam, R.,",,31 May 2020
Case Studies of Shari’ah Governance in Practice: United Kingdom and Europe,https://pureportal.coventry.ac.uk/en/publications/case-studies-of-shariah-governance-in-practice-united-kingdom-and,",Alamad, S.,",https://pureportal.coventry.ac.uk/en/persons/samir-alamad,Apr 2020
"Cashflow News, Discount Rate News and Oil Prices",https://pureportal.coventry.ac.uk/en/publications/cashflow-news-discount-rate-news-and-oil-prices,"Ganepola, C., Garrett, I. & Cho, S.,",,2020
"Coronavirus, Fraud Risk, and the Use of the Term “Scam”.",https://pureportal.coventry.ac.uk/en/publications/coronavirus-fraud-risk-and-the-use-of-the-term-scam,"Kassem, R. & Betts, M.,",,10 Jun 2020
Corporate Political Strategies in Weak Institutional Environments: A Break from Conventions,https://pureportal.coventry.ac.uk/en/publications/corporate-political-strategies-in-weak-institutional-environments,"Liedong, T.,Aghanya, D.& Rajwani, T.,",https://pureportal.coventry.ac.uk/en/persons/daniel-aghanya,Feb 2020
Determinants of Capital Flight: New Panel Evidence from Sub-Saharan Africa (SSA),https://pureportal.coventry.ac.uk/en/publications/determinants-of-capital-flight-new-panel-evidence-from-sub-sahara,"& Bhattarai, K.,Egbulonu, A.& Bhattarai, K.,",https://pureportal.coventry.ac.uk/en/persons/alloysius-egbulonu,30 Dec 2020
Did Corporate Governance Compliance Have an Impact on Auditor Selection and Quality? Evidence From FTSE 350,https://pureportal.coventry.ac.uk/en/publications/did-corporate-governance-compliance-have-an-impact-on-auditor-sel,"Gerged, A., Mahamat, B. &Elmghaamez, I.,",https://pureportal.coventry.ac.uk/en/persons/ibrahim-elmghaamez,1 Sept 2020
